record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,player_name,player_country,kd,rating,team_id,map_id,match_type_id,map_type,active_duty,best_of,match_date,date_year,date_month,date_quarter,date_day_of_week
484,417,Tainted Minds,Entry Fragger,Overpass,Final,24,8,9,29.53,170.44,0.51,56.66,1,Win,No,zewsy,New Zealand,1.06,1.04,3,5,2,Bomb Defusal,0,5,19/08/2023,2023,8,3,Saturday
485,320,TYLOO,Entry Fragger,Mirage,Final,20,10,13,42.7,189.09,0.98,48.55,1,Win,No,SLOWLY,China,1.07,1.06,5,1,2,Bomb Defusal,1,5,03/06/2022,2022,6,2,Friday
486,406,Luminosity,Entry Fragger,Overpass,Qualifier,14,10,12,34.28,197.25,0.81,35.04,0.81,Win,No,fnx,Brazil,1.08,1.04,4,5,4,Bomb Defusal,0,1,26/06/2022,2022,6,2,Sunday
487,241,SMASH,AWPer,Dust2,Semi-Final,11,17,7,31.05,224.7,0.78,39.72,1,Win,No,fejtZ,Estonia,1.1,1.07,4,3,3,Bomb Defusal,1,3,25/04/2024,2024,4,2,Thursday
488,197,ALTERNATE aTTaX,Rifler,Nuke,Qualifier,13,10,10,50.14,219.64,0.17,49.37,0.88,Win,No,keev,Germany,1.12,1.08,3,4,4,Bomb Defusal,1,1,25/04/2022,2022,4,2,Monday
489,409,Heroic,Entry Fragger,Mirage,Qualifier,16,11,14,43.5,209.42,0.2,48.75,1,Win,No,stavn,Denmark,1.06,1.04,4,1,4,Bomb Defusal,1,1,03/07/2022,2022,7,3,Sunday
490,116,ORDER,AWPer,Overpass,Playoff,16,7,17,39.97,241.58,0.95,32.48,1,Win,No,Vexite,Australia,1.12,1.1,2,5,1,Bomb Defusal,0,3,01/02/2024,2024,2,1,Thursday
491,148,GODSENT,Entry Fragger,Dust2,Qualifier,14,9,9,48.47,159.83,0.91,43.13,0.95,Win,No,zehN,Finland,1.13,1.09,2,3,4,Bomb Defusal,1,1,23/05/2023,2023,5,2,Tuesday
492,138,Endpoint,Entry Fragger,Mirage,Group Stage,15,12,5,38.33,187.38,0.7,49.16,1,Win,No,mezii,United Kingdom,1.15,1.09,3,1,5,Bomb Defusal,1,1,07/04/2024,2024,4,2,Sunday
493,425,Liquid,AWPer,Mirage,Group Stage,17,6,11,53.23,197.68,0.33,52.31,0.96,Win,No,Hiko,United States,1.1,1.04,6,1,5,Bomb Defusal,1,1,19/09/2022,2022,9,3,Monday
494,352,Smoke Criminals,Rifler,Mirage,Group Stage,18,7,6,40.88,226.72,0.66,50.84,0.81,Win,No,lainNy,Latvia,1.05,1.05,1,1,5,Bomb Defusal,1,1,07/10/2023,2023,10,4,Saturday
495,247,Case,Entry Fragger,Overpass,Group Stage,14,4,12,48.8,241.23,0.61,38.3,0.85,Win,No,n1ssim,Brazil,1.11,1.07,2,5,5,Bomb Defusal,0,1,05/12/2023,2023,12,4,Tuesday
496,59,FURIA,AWPer,Overpass,Final,11,14,7,54.72,206.46,0.26,53.76,0.94,Win,No,yuurih,Brazil,1.19,1.12,3,5,2,Bomb Defusal,0,5,28/01/2024,2024,1,1,Sunday
497,253,ATK,Rifler,Mirage,Final,13,9,9,40.06,186.69,0.81,37.93,0.98,Win,No,blackpoisoN,South Africa,1.09,1.07,6,1,2,Bomb Defusal,1,5,06/10/2022,2022,10,4,Thursday
498,408,NAVI Junior,Rifler,Dust2,Semi-Final,14,10,14,51.11,245.38,0.2,47.55,0.94,Win,No,Aunkere,Russia,1.05,1.04,5,3,3,Bomb Defusal,1,3,16/05/2023,2023,5,2,Tuesday
499,77,mousesports,Rifler,Dust2,Group Stage,19,13,4,38.82,269.97,0.88,57.61,1,Win,No,ropz,Estonia,1.2,1.12,6,3,5,Bomb Defusal,1,1,30/04/2022,2022,4,2,Saturday
500,42,NKT,Rifler,Nuke,Final,13,10,10,31.28,185.97,0.56,36.04,0.96,Win,No,sk0R,Mongolia,1.17,1.13,2,4,2,Bomb Defusal,1,5,06/04/2024,2024,4,2,Saturday
501,264,Aperture,IGL,Overpass,Final,13,8,10,32.89,238.93,0.53,35.14,0.93,Win,No,Konvict,South Africa,1.11,1.07,4,5,2,Bomb Defusal,0,5,27/10/2023,2023,10,4,Friday
502,465,Aequus,Rifler,Overpass,Final,16,11,8,45.27,195.37,0.1,56.64,1,Win,No,shushan,Israel,1.06,1.03,4,5,2,Bomb Defusal,0,5,12/06/2023,2023,6,2,Monday
503,384,PACT,AWPer,Inferno,Semi-Final,12,8,7,39.49,177.93,0.87,36.05,0.74,Win,No,Sobol,Poland,1.07,1.05,6,2,3,Bomb Defusal,1,3,02/07/2022,2022,7,3,Saturday
504,287,Chiefs,IGL,Dust2,Group Stage,17,17,5,55.2,256.87,0.9,64.6,1,Win,Yes,tucks,Australia,1.11,1.06,6,3,5,Bomb Defusal,1,1,23/04/2023,2023,4,2,Sunday
505,263,Tricked,Entry Fragger,Dust2,Qualifier,16,4,8,40.87,283.74,0.5,43.44,0.99,Win,No,Ryxxo,Denmark,1.12,1.07,2,3,4,Bomb Defusal,1,1,03/06/2022,2022,6,2,Friday
506,426,Alpha Red,Entry Fragger,Dust2,Group Stage,11,8,10,44.29,226.52,0.62,35.94,0.81,Win,No,Kntz,Thailand,1.08,1.04,2,3,5,Bomb Defusal,1,1,18/02/2024,2024,2,1,Sunday
507,274,ViCi,Rifler,Overpass,Playoff,11,10,9,33.12,158.52,0.63,33.26,0.71,Loss,No,JeXeN,China,1.1,1.06,1,5,1,Bomb Defusal,0,3,16/05/2023,2023,5,2,Tuesday
508,390,Jaguar,Rifler,Inferno,Group Stage,13,4,12,47.97,251.75,0.11,40.88,0.96,Win,No,BRUNO,Peru,1.02,1.05,1,2,5,Bomb Defusal,1,1,12/07/2023,2023,7,3,Wednesday
509,449,Playing Ducks,Rifler,Inferno,Playoff,15,11,5,43.88,204.25,0.34,54.54,1,Win,No,COLON,Denmark,1.04,1.04,1,2,1,Bomb Defusal,1,3,30/12/2023,2023,12,4,Saturday
510,235,spray'n'pray,Rifler,Dust2,Final,6,7,9,51.98,187.43,0.74,28.59,0.79,Win,No,smike,Ukraine,1.08,1.07,4,3,2,Bomb Defusal,1,5,13/12/2023,2023,12,4,Wednesday
511,327,AVEZ,AWPer,Dust2,Final,14,5,13,46,208.9,0.77,35.3,0.85,Win,No,KEi,Poland,1.05,1.05,5,3,2,Bomb Defusal,1,5,02/05/2022,2022,5,2,Monday
512,170,BIG,Rifler,Mirage,Qualifier,11,11,9,55.91,172.81,0.6,45.95,0.85,Win,No,nex,Germany,1.13,1.09,3,1,4,Bomb Defusal,1,1,20/01/2022,2022,1,1,Thursday
513,476,Nexus,IGL,Mirage,Group Stage,20,6,16,42,218.54,0.48,46.2,0.76,Win,No,Blytz,Romania,1.03,1.03,4,1,5,Bomb Defusal,1,1,20/01/2022,2022,1,1,Thursday
514,429,Virtus.pro,Rifler,Mirage,Group Stage,10,8,10,45.1,253.05,0.56,34.95,0.9,Win,No,Snax,Poland,1.08,1.04,5,1,5,Bomb Defusal,1,1,05/01/2023,2023,1,1,Thursday
515,314,Natus Vincere,Rifler,Mirage,Semi-Final,12,4,9,36.22,209.15,0.4,33.11,0.89,Win,No,B1T,Ukraine,1.1,1.06,3,1,3,Bomb Defusal,1,3,25/06/2022,2022,6,2,Saturday
516,152,Astralis,IGL,Overpass,Final,8,6,8,45.86,253.11,0.97,27.23,0.73,Win,No,Magisk,Denmark,1.15,1.09,4,5,2,Bomb Defusal,0,5,24/04/2024,2024,4,2,Wednesday
517,451,Infinity,AWPer,Mirage,Qualifier,14,12,8,47.67,211.3,0.26,53.23,1,Win,No,points,Colombia,1.05,1.04,2,1,4,Bomb Defusal,1,1,11/04/2024,2024,4,2,Thursday
518,30,Complexity,Entry Fragger,Nuke,Group Stage,15,10,7,32.63,232.29,0.47,44.61,0.89,Win,No,blameF,Denmark,1.27,1.16,6,4,5,Bomb Defusal,1,1,27/04/2024,2024,4,2,Saturday
519,453,FRENCH CANADIANS,AWPer,Mirage,Qualifier,16,3,12,53.11,239.56,0.31,46.45,0.89,Win,No,PLAYER1,Canada,1.06,1.04,3,1,4,Bomb Defusal,1,1,10/09/2023,2023,9,3,Sunday
520,157,Envy,Entry Fragger,Dust2,Final,15,7,14,42.6,258.97,0.99,34.4,0.91,Win,No,ScreaM,Belgium,1.13,1.09,5,3,2,Bomb Defusal,1,5,24/01/2022,2022,1,1,Monday
521,418,Recon 5,Rifler,Dust2,Final,11,10,10,41.77,220.05,0.25,40.39,0.87,Win,No,Reality,Thailand,1.08,1.04,5,3,2,Bomb Defusal,1,5,23/04/2022,2022,4,2,Saturday
522,158,OG,IGL,Dust2,Qualifier,12,14,7,45.1,221.62,0.6,47.55,0.99,Win,No,valde,Denmark,1.13,1.09,1,3,4,Bomb Defusal,1,1,20/03/2022,2022,3,1,Sunday
523,5,Gambit,AWPer,Dust2,Final,14,13,7,47.74,228.9,0.99,47.97,1,Win,No,sh1ro,Russia,1.43,1.22,5,3,2,Bomb Defusal,1,5,12/12/2023,2023,12,4,Tuesday
524,87,Lucid Dream,IGL,Nuke,Playoff,9,10,11,36.85,225.81,0.52,30.22,0.78,Win,No,PTC,Thailand,1.18,1.11,2,4,1,Bomb Defusal,1,3,26/08/2022,2022,8,3,Friday
525,227,DETONA,Rifler,Overpass,Qualifier,22,3,15,46.15,164.99,0.26,52.48,1,Win,No,NikoM,Argentina,1.11,1.07,4,5,4,Bomb Defusal,0,1,26/04/2024,2024,4,2,Friday
526,415,Thunder Logic,AWPer,Mirage,Group Stage,9,10,7,34.41,206.54,0.81,30.1,0.82,Win,No,PureR,United States,1.03,1.04,1,1,5,Bomb Defusal,1,1,10/06/2022,2022,6,2,Friday
527,19,TYLOO,Rifler,Dust2,Group Stage,18,5,9,51.55,223.44,0.39,53.88,1,Win,No,DANK1NG,China,1.24,1.16,1,3,5,Bomb Defusal,1,1,24/03/2023,2023,3,1,Friday
528,216,Galaxy Racer fe,IGL,Overpass,Final,9,4,9,42.84,228.39,0.61,28.32,0.88,Win,No,KllyVe,Belgium,1.1,1.07,3,5,2,Bomb Defusal,0,5,23/03/2024,2024,3,1,Saturday
529,95,Corvidae,Rifler,Nuke,Playoff,15,7,8,61.02,210.77,0.87,50.81,0.88,Win,No,m1tch,Australia,1.14,1.11,2,4,1,Bomb Defusal,1,3,04/11/2023,2023,11,4,Saturday
530,42,NKT,Rifler,Inferno,Final,12,8,12,52.74,185.34,0.59,40.47,0.98,Win,No,sk0R,Mongolia,1.17,1.13,3,2,2,Bomb Defusal,1,5,28/06/2024,2024,6,2,Friday
531,121,GamerLegion,AWPer,Nuke,Semi-Final,16,7,4,44.49,179.13,0.83,48.95,1,Win,No,nawwk,Sweden,1.18,1.1,1,4,3,Bomb Defusal,1,3,25/01/2024,2024,1,1,Thursday
532,104,Party Astronauts,Rifler,Mirage,Qualifier,13,8,8,48.8,214.36,0.86,41.8,0.93,Win,No,Infinite,United States,1.14,1.11,6,1,4,Bomb Defusal,1,1,03/08/2022,2022,8,3,Wednesday
533,114,9INE,Rifler,Inferno,Playoff,14,6,11,48.57,228.99,0.73,39.98,0.88,Win,No,Izzy,Turkey,1.17,1.1,6,2,1,Bomb Defusal,1,3,29/01/2023,2023,1,1,Sunday
534,405,DBL PONEY,Rifler,Inferno,Group Stage,15,2,7,49.34,229.02,0.67,42.97,1,Win,No,Lucky,France,1.09,1.04,1,2,5,Bomb Defusal,1,1,12/03/2023,2023,3,1,Sunday
535,406,Luminosity,Rifler,Inferno,Group Stage,17,7,13,43.6,260.81,0.9,40.8,0.98,Win,No,fnx,Brazil,1.08,1.04,1,2,5,Bomb Defusal,1,1,28/05/2022,2022,5,2,Saturday
536,467,ENCE,AWPer,Overpass,Semi-Final,15,6,6,25.03,253.63,0.5,37.52,0.96,Win,No,juho,Finland,1.02,1.03,3,5,3,Bomb Defusal,0,3,08/02/2024,2024,2,1,Thursday
537,241,SMASH,AWPer,Nuke,Qualifier,19,7,10,40.88,219.9,0.61,49.34,0.93,Win,No,fejtZ,Estonia,1.1,1.07,1,4,4,Bomb Defusal,1,1,15/01/2024,2024,1,1,Monday
538,200,ONYX,Rifler,Nuke,Qualifier,18,9,12,58.1,222.57,0.32,58.85,0.92,Win,No,Impulse,Serbia,1.13,1.08,5,4,4,Bomb Defusal,1,1,05/10/2022,2022,10,4,Wednesday
539,252,Torpedo,Rifler,Dust2,Qualifier,11,4,5,46.77,209.44,0.02,44.19,0.99,Win,No,downie,Sweden,1.13,1.07,1,3,4,Bomb Defusal,1,1,31/10/2022,2022,10,4,Monday
540,31,Lynn Vision,Rifler,Overpass,Qualifier,18,10,11,42.64,219.01,0.92,47.12,0.92,Win,No,z4kr,China,1.21,1.15,1,5,4,Bomb Defusal,0,1,20/09/2023,2023,9,3,Wednesday
541,340,North,AWPer,Mirage,Final,14,9,9,47.49,213.76,0.83,43.45,1,Win,No,cajunb,Denmark,1.1,1.05,4,1,2,Bomb Defusal,1,5,13/01/2023,2023,1,1,Friday
542,476,Nexus,Rifler,Mirage,Final,15,7,10,52.82,207.55,0.63,47.11,1,Win,No,Blytz,Romania,1.03,1.03,4,1,2,Bomb Defusal,1,5,18/05/2023,2023,5,2,Thursday
543,108,MVP PK,Entry Fragger,Overpass,Playoff,18,9,8,42.92,231.12,0.93,49.16,1,Win,No,xeta,Korea,1.16,1.1,5,5,1,Bomb Defusal,0,3,20/05/2024,2024,5,2,Monday
544,339,fnatic,Rifler,Dust2,Qualifier,11,5,13,51.31,222.37,0.98,29.86,0.77,Win,No,KRIMZ,Sweden,1.11,1.05,1,3,4,Bomb Defusal,1,1,13/11/2023,2023,11,4,Monday
545,124,Fiend,IGL,Nuke,Qualifier,13,11,10,40.22,237,0.26,44.51,0.74,Win,No,h4rn,Bulgaria,1.19,1.1,1,4,4,Bomb Defusal,1,1,09/08/2022,2022,8,3,Tuesday
546,68,Space Soldiers,Entry Fragger,Overpass,Semi-Final,20,10,19,46.23,239.81,0.01,54.01,1,Win,No,Calyx,Turkey,1.19,1.12,2,5,3,Bomb Defusal,0,3,22/01/2022,2022,1,1,Saturday
547,223,zARLANS,IGL,Dust2,Semi-Final,16,9,8,35.74,160.57,0.98,41.07,1,Win,No,flomaster,Kazakhstan,1.1,1.07,4,3,3,Bomb Defusal,1,3,23/02/2022,2022,2,1,Wednesday
548,195,Sprout,Entry Fragger,Mirage,Qualifier,19,7,5,42.03,222.18,0.01,60.91,0.99,Win,Yes,faveN,Germany,1.13,1.08,2,1,4,Bomb Defusal,1,1,04/02/2022,2022,2,1,Friday
549,297,KOVA,Rifler,Dust2,Final,13,10,10,50.83,190.62,0.19,49.52,0.83,Win,No,Derkeps,Finland,1.04,1.06,6,3,2,Bomb Defusal,1,5,05/11/2023,2023,11,4,Sunday
550,334,Dire Wolves,AWPer,Mirage,Group Stage,24,8,12,47.77,199.34,0.42,63.69,1,Win,Yes,SaVage,Australia,1.13,1.05,4,1,5,Bomb Defusal,1,1,12/05/2024,2024,5,2,Sunday
551,136,Extra Salt,Rifler,Overpass,Qualifier,13,9,11,38.97,216.59,0.79,35.59,0.78,Win,No,Sonic,South Africa,1.15,1.09,1,5,4,Bomb Defusal,0,1,09/06/2023,2023,6,2,Friday
552,132,ENCE,AWPer,Nuke,Semi-Final,20,11,10,43.01,240.46,0.71,55.4,1,Win,No,allu,Finland,1.16,1.1,5,4,3,Bomb Defusal,1,3,29/01/2022,2022,1,1,Saturday
553,354,Lynn Vision,AWPer,Inferno,Group Stage,12,10,12,45.32,286.24,0.49,39.76,0.84,Win,No,Westmelon,China,1.05,1.05,2,2,5,Bomb Defusal,1,1,02/05/2023,2023,5,2,Tuesday
554,9,Station7,IGL,Overpass,Final,10,8,13,38.59,215.38,0.56,28.7,0.71,Win,No,sterling,New Zealand,1.33,1.19,3,5,2,Bomb Defusal,0,5,22/06/2023,2023,6,2,Thursday
555,114,9INE,Rifler,Inferno,Semi-Final,11,9,11,43.03,242.05,0.29,38.62,0.57,Win,No,Izzy,Turkey,1.17,1.1,4,2,3,Bomb Defusal,1,3,24/07/2022,2022,7,3,Sunday
556,360,NAVI Junior,Rifler,Inferno,Final,13,16,10,45.42,207.72,0.42,50.51,0.9,Win,No,Gospadarov,Russia,1.11,1.05,2,2,2,Bomb Defusal,1,5,17/12/2023,2023,12,4,Sunday
557,366,ATK,Rifler,Mirage,Qualifier,13,8,10,51.69,187.97,0.77,42.14,0.94,Win,No,motm,United States,1.07,1.05,4,1,4,Bomb Defusal,1,1,26/01/2022,2022,1,1,Wednesday
558,209,ENCE,IGL,Mirage,Playoff,13,2,11,49.7,293.8,0.3,38.85,0.97,Win,No,dycha,Poland,1.1,1.08,3,1,1,Bomb Defusal,1,3,07/02/2023,2023,2,1,Tuesday
559,250,TYLOO,AWPer,Nuke,Semi-Final,4,8,6,39.93,162.81,0.65,23.46,0.97,Win,No,somebody,China,1.1,1.07,1,4,3,Bomb Defusal,1,3,23/01/2022,2022,1,1,Sunday
560,296,Rebirth,Rifler,Nuke,Group Stage,15,10,12,44.07,177.27,0.33,46.73,1,Win,No,4pack,United States,1.06,1.06,5,4,5,Bomb Defusal,1,1,22/02/2024,2024,2,1,Thursday
561,83,Signature,Entry Fragger,Nuke,Semi-Final,9,10,9,59.46,269.24,0.75,41.23,0.82,Win,No,CigaretteS,Thailand,1.15,1.11,4,4,3,Bomb Defusal,1,3,06/09/2023,2023,9,3,Wednesday
562,216,Galaxy Racer fe,Rifler,Dust2,Playoff,20,5,11,45.19,205.69,0.35,53.09,1,Win,No,KllyVe,Belgium,1.1,1.07,3,3,1,Bomb Defusal,1,3,31/01/2024,2024,1,1,Wednesday
563,29,mouz NXT,AWPer,Overpass,Semi-Final,10,9,13,32.94,203.3,0.86,23.87,0.78,Win,No,torzsi,Hungary,1.23,1.16,2,5,3,Bomb Defusal,0,3,26/06/2023,2023,6,2,Monday
564,370,Triumph,AWPer,Nuke,Group Stage,16,11,13,59.66,185.04,0.51,54.73,0.89,Loss,No,3ARK00Z,Jordan,1.05,1.05,3,4,5,Bomb Defusal,1,1,29/10/2022,2022,10,4,Saturday
565,124,Fiend,Entry Fragger,Mirage,Final,10,12,9,44.46,236.55,0.76,37.63,0.79,Win,No,h4rn,Bulgaria,1.19,1.1,1,1,2,Bomb Defusal,1,5,22/10/2023,2023,10,4,Sunday
566,52,eSuba,IGL,Nuke,Final,11,15,14,52.17,188.26,0,49.09,1,Win,No,fredi,Czech Republic,1.17,1.13,2,4,2,Bomb Defusal,1,5,05/04/2024,2024,4,2,Friday
567,349,K23,Entry Fragger,Inferno,Qualifier,12,5,11,43.37,165.38,0.95,30.19,0.88,Win,No,mou,Kazakhstan,1.1,1.05,2,2,4,Bomb Defusal,1,1,26/05/2022,2022,5,2,Thursday
568,431,Smoke Criminals,Entry Fragger,Inferno,Semi-Final,14,5,17,37.75,224.73,0.97,25.18,0.77,Win,No,buue,Israel,1.06,1.04,6,2,3,Bomb Defusal,1,3,22/04/2022,2022,4,2,Friday
569,232,Keyd,Entry Fragger,Inferno,Group Stage,15,6,11,38.71,229.97,0.56,38.76,0.91,Win,No,cqntrl,Brazil,1.1,1.07,2,2,5,Bomb Defusal,1,1,30/09/2023,2023,9,3,Saturday
570,273,Nexus,Rifler,Inferno,Qualifier,11,9,11,43.96,233.08,0.61,35.88,0.92,Win,No,iGm,Romania,1.06,1.06,2,2,4,Bomb Defusal,1,1,20/03/2022,2022,3,1,Sunday
571,371,iNTACT,Rifler,Mirage,Playoff,13,7,9,42.43,219.03,0.43,40.92,1,Win,No,Swahn,United States,1.09,1.05,2,1,1,Bomb Defusal,1,3,13/06/2022,2022,6,2,Monday
572,365,fnatic,AWPer,Dust2,Semi-Final,17,7,7,61.75,255.89,0.35,61.38,1,Win,Yes,JW,Sweden,1.07,1.05,5,3,3,Bomb Defusal,1,3,14/08/2022,2022,8,3,Sunday
573,192,VG.CyberZen,IGL,Mirage,Playoff,15,5,8,40.2,237.81,0.96,37.5,0.96,Win,No,Savage,China,1.14,1.08,2,1,1,Bomb Defusal,1,3,21/12/2023,2023,12,4,Thursday
574,331,AGO,Rifler,Overpass,Qualifier,17,2,12,45.04,200.97,0.82,38.32,1,Win,No,rallen,Poland,1.1,1.05,6,5,4,Bomb Defusal,0,1,15/11/2022,2022,11,4,Tuesday
575,497,Movistar Riders,Rifler,Overpass,Final,10,7,5,55.23,202.28,0.6,43.61,1,Win,No,alex,Spain,1.06,1.03,3,5,2,Bomb Defusal,0,5,19/11/2022,2022,11,4,Saturday
576,253,ATK,IGL,Inferno,Playoff,17,7,12,50.68,222.44,0.23,52.04,1,Win,No,blackpoisoN,South Africa,1.09,1.07,1,2,1,Bomb Defusal,1,3,29/02/2024,2024,2,1,Thursday
577,138,Endpoint,Rifler,Overpass,Final,10,11,14,45.01,199.79,0.37,35.8,0.98,Win,No,mezii,United Kingdom,1.15,1.09,1,5,2,Bomb Defusal,0,5,16/02/2023,2023,2,1,Thursday
578,396,ALTERNATE aTTaX,Entry Fragger,Nuke,Qualifier,12,8,19,49.22,224.86,0.37,33.91,1,Win,No,PANIX,Germany,1.07,1.05,2,4,4,Bomb Defusal,1,1,21/02/2024,2024,2,1,Wednesday
579,309,Cloud9,Rifler,Overpass,Playoff,8,9,9,60.49,224.08,0.06,45.65,1,Win,No,Skadoodle,United States,1.15,1.06,2,5,1,Bomb Defusal,0,3,27/11/2022,2022,11,4,Sunday
580,93,Complexity,Rifler,Overpass,Playoff,9,5,8,40.43,260.58,0.66,28.62,0.83,Win,No,poizon,Bulgaria,1.17,1.11,3,5,1,Bomb Defusal,0,3,28/06/2023,2023,6,2,Wednesday
581,172,TEAM5,Rifler,Nuke,Group Stage,16,4,11,64.71,216.73,0.27,54.65,1,Win,No,PALM1,Sweden,1.07,1.09,6,4,5,Bomb Defusal,1,1,02/01/2024,2024,1,1,Tuesday
582,264,Aperture,AWPer,Overpass,Group Stage,13,11,15,57.68,265.46,0.31,47.74,1,Win,No,Konvict,South Africa,1.11,1.07,6,5,5,Bomb Defusal,0,1,01/08/2022,2022,8,3,Monday
583,340,North,Rifler,Nuke,Group Stage,13,7,14,49.04,273.74,0.85,35.02,0.88,Win,No,cajunb,Denmark,1.1,1.05,1,4,5,Bomb Defusal,1,1,08/07/2023,2023,7,3,Saturday
584,487,Astralis,Entry Fragger,Dust2,Group Stage,15,8,12,29.24,241.19,0.74,33.22,0.82,Win,No,Xyp9x,Denmark,1.09,1.03,3,3,5,Bomb Defusal,1,1,05/09/2023,2023,9,3,Tuesday
585,56,G2,Rifler,Mirage,Final,14,6,12,53.43,230.38,0.48,43.92,0.9,Win,No,huNter-,Bosnia and Herzegovina,1.16,1.13,1,1,2,Bomb Defusal,1,5,15/03/2022,2022,3,1,Tuesday
586,380,Jaguar,Rifler,Dust2,Qualifier,22,6,17,52.22,230.89,0.36,55.51,1,Win,No,VAATI,Peru,1.08,1.05,4,3,4,Bomb Defusal,1,1,26/01/2024,2024,1,1,Friday
587,140,LDLC,IGL,Nuke,Final,15,12,11,55.17,216.45,0.02,58.38,1,Win,No,KQLY,France,1.12,1.09,5,4,2,Bomb Defusal,1,5,06/01/2024,2024,1,1,Saturday
588,491,Renegades,Entry Fragger,Nuke,Qualifier,16,10,6,40.3,231.14,0.8,48.15,0.89,Win,No,yam,Australia,1.07,1.03,5,4,4,Bomb Defusal,1,1,13/01/2024,2024,1,1,Saturday
589,419,QuetzaL,IGL,Inferno,Group Stage,11,5,3,70.26,247.2,0.27,56.43,1,Win,No,Chuti,Mexico,1.04,1.04,4,2,5,Bomb Defusal,1,1,07/05/2022,2022,5,2,Saturday
590,261,Dignitas,IGL,Nuke,Final,6,10,15,50.82,281.54,0.95,22.91,0.66,Win,No,Pimp,Denmark,1.13,1.07,4,4,2,Bomb Defusal,1,5,05/02/2022,2022,2,1,Saturday
591,435,Jaguares,IGL,Overpass,Group Stage,19,12,13,52.77,181.14,0.64,56.99,1,Loss,No,desh,Brazil,1.06,1.04,2,5,5,Bomb Defusal,0,1,19/07/2023,2023,7,3,Wednesday
592,360,NAVI Junior,Rifler,Nuke,Final,15,5,9,30.81,232.46,0.29,38.51,0.94,Win,No,Gospadarov,Russia,1.11,1.05,3,4,2,Bomb Defusal,1,5,26/03/2022,2022,3,1,Saturday
593,444,Flash,Rifler,Overpass,Playoff,13,10,12,52.21,208.56,0.85,41.61,0.92,Win,No,LOVEYY,China,1.06,1.04,2,5,1,Bomb Defusal,0,3,26/11/2022,2022,11,4,Saturday
594,81,Liquid,IGL,Overpass,Qualifier,13,10,10,42.79,217.86,0.09,46.49,0.82,Win,No,Twistzz,Canada,1.18,1.11,2,5,4,Bomb Defusal,0,1,09/05/2022,2022,5,2,Monday
595,243,Imperial,Rifler,Mirage,Playoff,23,12,12,54.94,268.53,0.15,71.97,1,Win,Yes,EspiranTo,Lithuania,1.09,1.07,2,1,1,Bomb Defusal,1,3,25/06/2024,2024,6,2,Tuesday
596,315,Signature,IGL,Overpass,Playoff,10,12,9,35.04,249.07,0.04,40.12,1,Win,No,TOR,Thailand,1.09,1.06,6,5,1,Bomb Defusal,0,3,25/02/2023,2023,2,1,Saturday
597,404,North,Entry Fragger,Nuke,Group Stage,19,9,8,48.77,258.16,0.11,62.29,1,Win,Yes,Kjaerbye,Denmark,1.08,1.04,6,4,5,Bomb Defusal,1,1,17/04/2022,2022,4,2,Sunday
598,27,MVP PK,AWPer,Nuke,Playoff,15,7,13,48.78,181.2,0.85,39.89,0.76,Win,No,XigN,Korea,1.22,1.16,2,4,1,Bomb Defusal,1,3,28/05/2024,2024,5,2,Tuesday
599,197,ALTERNATE aTTaX,AWPer,Nuke,Qualifier,16,8,8,58.42,206.32,0.89,52.31,0.92,Win,No,keev,Germany,1.12,1.08,6,4,4,Bomb Defusal,1,1,26/12/2023,2023,12,4,Tuesday
600,75,SJ,AWPer,Inferno,Qualifier,22,4,8,49.99,256.27,0.76,57.4,1,Win,No,Jamppi,Finland,1.16,1.12,5,2,4,Bomb Defusal,1,1,28/09/2022,2022,9,3,Wednesday
601,77,mousesports,Rifler,Dust2,Qualifier,12,6,12,49.46,163.38,0.73,35.43,0.75,Win,No,ropz,Estonia,1.2,1.12,5,3,4,Bomb Defusal,1,1,17/07/2022,2022,7,3,Sunday
602,208,Bren,Rifler,Inferno,Group Stage,17,4,6,44.01,125.76,0.95,44.5,1,Win,No,Papichulo,Philippines,1.11,1.08,1,2,5,Bomb Defusal,1,1,18/02/2023,2023,2,1,Saturday
603,138,Endpoint,Rifler,Mirage,Playoff,23,8,8,38.99,235.43,0.57,59.8,1,Win,No,mezii,United Kingdom,1.15,1.09,6,1,1,Bomb Defusal,1,3,25/06/2022,2022,6,2,Saturday
604,220,EXTREMUM,Entry Fragger,Dust2,Final,20,8,14,40.63,258.8,0.13,53.02,1,Win,No,Liazz,Australia,1.14,1.07,6,3,2,Bomb Defusal,1,5,17/03/2022,2022,3,1,Thursday
605,302,CLG,AWPer,Inferno,Semi-Final,18,13,15,43.2,270,0.23,53.3,1,Win,No,koosta,United States,1.08,1.06,4,2,3,Bomb Defusal,1,3,03/07/2022,2022,7,3,Sunday
606,394,Durany,IGL,Mirage,Playoff,18,7,6,34.25,258.8,0.25,51.62,1,Win,No,christo,Argentina,1.06,1.05,1,1,1,Bomb Defusal,1,3,30/01/2024,2024,1,1,Tuesday
607,494,Tricked,IGL,Dust2,Final,18,9,10,43.29,190.69,0.07,55.94,1,Win,No,snedker,Denmark,1.08,1.03,6,3,2,Bomb Defusal,1,5,26/12/2023,2023,12,4,Tuesday
